### Cluster 26 — Symptoms (65)
Symptom,Frequency
swelling of affected parts,1
pains worse on motion,1
stiffness in tendo achillis,1
stiff neck from cold draft,1
menses delayed,1
small of back pain extends down thighs,1
stiff joints at night,1
heart pain extends down left arm,1
soreness in tendo achillis,1
compare with pulsatilla,1
tremors all over,1
feels troubled,1
chest pain extorts cries,soreness in tendo achillis,1.0,1
chest pain extorts cries,compare with pulsatilla,1.0,1
chest pain extorts cries,tremors all over,1.0,1
chest pain extorts cries,feels troubled,1.0,1
chest pain extorts cries,sore bruised feeling of whole body,1.0,1
chest pain extorts cries,neck very painful on slight motion,1.0,1
chest pain extorts cries,cervical region sensitive,1.0,1
chest pain extorts cries,contraction in neck,1.0,1
chest pain extorts cries,brain feels too large,1.0,1
chest pain extorts cries,menses irregular,1.0,1
chest pain extorts cries,aching in tendo achillis,1.0,1
chest pain extorts cries,dull headache in vertex,1.0,1
chest pain extorts cries,soreness of dorsal muscles,1.0,1
chest pain extorts cries,spine sensitive,1.0,1
chest pain extorts cries,pain in right chest,1.0,1
chest pain extorts cries,crampy sticking pains,1.0,1
chest pain extorts cries,joint pains with swelling,1.0,1
chest pain extorts cries,aching down left leg,1.0,1
chest pain extorts cries,menses suppressed,1.0,1
chest pain extorts cries,affects belly of muscles,1.0,1
chest pain extorts cries,shivers run all over body,1.0,1
chest pain extorts cries,severe pain down arms,1.0,1
chest pain extorts cries,pains worse toward night,1.0,1
chest pain extorts cries,neck retracted,1.0,1
chest pain extorts cries,violent aching in lumbar region,1.0,1
chest pain extorts cries,heart pain extends over chest,1.0,1
chest pain extorts cries,dull headache in occiput,1.0,1
chest pain extorts cries,affects chest muscles,1.0,1
chest pain extorts cries,growing pains about lower limbs,1.0,1
chest pain extorts cries,weak trembling pain in small of back,1.0,1
chest pain extorts cries,heat of affected parts,1.0,1
chest pain extorts cries,compare with caulophyllum,1.0,1
chest pain extorts cries,rheumatic pains in back muscles,1.0,1
chest pain extorts cries,affects back muscles,1.0,1
chest pain extorts cries,excruciating pains in arms,1.0,1
chest pain extorts cries,numbness as if nerve compressed,1.0,1
chest pain extorts cries,compare with actea spicata,1.0,1
chest pain extorts cries,rheumatism of dorsal muscles,1.0,1
chest pain extorts cries,upper dorsal region sensitive,1.0,1
chest pain extorts cries,affects neck muscles,1.0,1
chest pain extorts cries,stiff joints in morning,1.0,1
chest pain extorts cries,excessive muscular soreness,1.0,1
chest pain extorts cries,dull aching burning in second joint of right great toe,1.0,1
chest pain extorts cries,belly of muscles affected,1.0,1
chest pain extorts cries,arm pains worse as evening approaches,1.0,1
chest pain extorts cries,associated with deranged menstruation,1.0,1
chest pain extorts cries,weight in lumbar region,1.0,1
chest pain extorts cries,weight in sacral region,1.0,1
chest pain extorts cries,rheumatic pains in neck muscles,1.0,1
chest pain extorts cries,joint pains with heat,1.0,1
chest pain extorts cries,chest pain worse by motion,1.0,1
chest pain extorts cries,cramp in neck muscles on moving head,1.0,1
chest pain extorts cries,tendo achillis pain worse when walking,1.0,1
chest pain extorts cries,head retracted,1.0,1
chest pain extorts cries,pain in lumbar region,1.0,1
chest pain extorts cries,feels grieved,1.0,1
cervical region sensitive,swelling of affected parts,1.0,1
cervical region sensitive,pains worse on motion,1.0,1
cervical region sensitive,stiffness in tendo achillis,1.0,1
cervical region sensitive,stiff neck from cold draft,1.0,1
cervical region sensitive,menses delayed,1.0,1
cervical region sensitive,small of back pain extends down thighs,1.0,1
cervical region sensitive,stiff joints at night,1.0,1
cervical region sensitive,heart pain extends down left arm,1.0,1
cervical region sensitive,soreness in tendo achillis,1.0,1
cervical region sensitive,compare with pulsatilla,1.0,1
